CustomerID,Count,ReceivedDate,ResolvedDate,DaysToResolve,Category,Decision,Month,Year,Resolved Time (Weeks)
23013953,1,04/09/2024,12/09/2024,8,Irresponsible lending,Rejected,9,2024,1.1
24339260,1,04/09/2024,12/09/2024,8,Irresponsible lending,Rejected,9,2024,1.1
20502131,1,05/09/2024,18/10/2024,43,Irresponsible lending,Rejected,9,2024,6.1
22436422,1,05/09/2024,12/09/2024,7,Irresponsible lending,Rejected,9,2024,1.0
24268158,1,05/09/2024,12/09/2024,7,Irresponsible lending,Rejected,9,2024,1.0
20005513,1,07/09/2024,01/11/2024,55,Irresponsible lending,Rejected,9,2024,7.9
20106781,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
20151214,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
20372097,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
20380946,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
22707653,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
24618811,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
24807986,1,09/09/2024,12/09/2024,3,Irresponsible lending,Rejected,9,2024,0.4
24286873,1,10/09/2024,10/09/2024,0,Irresponsible lending,Withdrawn,9,2024,0.0
24812209,1,10/09/2024,15/11/2024,66,Fraud,Upheld,9,2024,9.4
20565705,1,11/09/2024,06/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
22793307,1,11/09/2024,06/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
23461034,1,11/09/2024,06/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
20216354,1,12/09/2024,06/11/2024,55,Irresponsible lending,Rejected,9,2024,7.9
21193503,1,12/09/2024,07/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
22869456,1,12/09/2024,07/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
23347078,1,12/09/2024,06/11/2024,55,Irresponsible lending,Rejected,9,2024,7.9
20018241,1,13/09/2024,06/11/2024,54,Irresponsible lending,Rejected,9,2024,7.7
20563967,1,13/09/2024,06/11/2024,54,Irresponsible lending,Rejected,9,2024,7.7
20815042,1,14/09/2024,06/11/2024,53,Irresponsible lending,Rejected,9,2024,7.6
20006178,1,15/09/2024,06/11/2024,52,Irresponsible lending,Rejected,9,2024,7.4
20323577,1,15/09/2024,07/11/2024,53,Irresponsible lending,Rejected,9,2024,7.6
22177556,1,16/09/2024,06/11/2024,51,Irresponsible lending,Rejected,9,2024,7.3
20365785,1,17/09/2024,06/11/2024,50,Irresponsible lending,Rejected,9,2024,7.1
20456804,1,17/09/2024,06/11/2024,50,Irresponsible lending,Rejected,9,2024,7.1
21285209,1,17/09/2024,06/11/2024,50,Irresponsible lending,Rejected,9,2024,7.1
23849100,1,18/09/2024,06/11/2024,49,Irresponsible lending,Rejected,9,2024,7.0
24272310,1,18/09/2024,06/11/2024,49,Irresponsible lending,Rejected,9,2024,7.0
24528054,1,18/09/2024,13/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
20170229,1,19/09/2024,13/11/2024,55,Irresponsible lending,Rejected,9,2024,7.9
21981324,1,20/09/2024,13/11/2024,54,Irresponsible lending,Rejected,9,2024,7.7
22118898,1,20/09/2024,13/11/2024,54,Irresponsible lending,Rejected,9,2024,7.7
23155448,1,20/09/2024,06/11/2024,47,Irresponsible lending,Rejected,9,2024,6.7
20322797,1,21/09/2024,06/11/2024,46,Irresponsible lending,Rejected,9,2024,6.6
21800265,1,21/09/2024,06/11/2024,46,Irresponsible lending,Rejected,9,2024,6.6
22282479,1,23/09/2024,13/11/2024,51,Irresponsible lending,Rejected,9,2024,7.3
23874390,1,23/09/2024,06/11/2024,44,Irresponsible lending,Rejected,9,2024,6.3
21737400,1,24/09/2024,06/11/2024,43,Irresponsible lending,Rejected,9,2024,6.1
21888708,1,24/09/2024,19/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
22195312,1,24/09/2024,19/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
25027653,1,24/09/2024,19/11/2024,56,Irresponsible lending,Upheld,9,2024,8.0
25040459,1,24/09/2024,11/10/2024,17,Fraud,Upheld,9,2024,2.4
20659226,1,25/09/2024,06/11/2024,42,Irresponsible lending,Rejected,9,2024,6.0
10257377,1,26/09/2024,06/11/2024,41,Irresponsible lending,Rejected,9,2024,5.9
20989852,1,26/09/2024,19/11/2024,54,Irresponsible lending,Rejected,9,2024,7.7
22794722,1,26/09/2024,19/11/2024,54,Irresponsible lending,Rejected,9,2024,7.7
10140553,1,27/09/2024,22/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
20839090,1,27/09/2024,19/11/2024,53,Irresponsible lending,Rejected,9,2024,7.6
21556535,1,27/09/2024,19/11/2024,53,Service Issue,Rejected,9,2024,7.6
22929179,1,27/09/2024,06/11/2024,40,Irresponsible lending,Rejected,9,2024,5.7
23355582,1,28/09/2024,06/11/2024,39,Irresponsible lending,Rejected,9,2024,5.6
23465346,1,28/09/2024,06/11/2024,39,Irresponsible lending,Rejected,9,2024,5.6
24593459,1,28/09/2024,04/10/2024,6,Irresponsible lending,Rejected,9,2024,0.9
20021191,1,30/09/2024,25/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
23233493,1,30/09/2024,06/11/2024,37,Irresponsible lending,Rejected,9,2024,5.3
25091420,1,30/09/2024,25/11/2024,56,Irresponsible lending,Rejected,9,2024,8.0
25217532,1,30/09/2024,11/10/2024,11,Fraud,Upheld,9,2024,1.6
21006719,1,01/10/2024,25/11/2024,55,Irresponsible lending,Rejected,10,2024,7.9
21367370,1,01/10/2024,25/11/2024,55,Irresponsible lending,Rejected,10,2024,7.9
21489297,1,01/10/2024,25/11/2024,55,Irresponsible lending,Rejected,10,2024,7.9
21804525,1,01/10/2024,06/11/2024,36,Irresponsible lending,Rejected,10,2024,5.1
22674412,1,01/10/2024,06/11/2024,36,Irresponsible lending,Rejected,10,2024,5.1
25201099,1,02/10/2024,14/10/2024,12,Subject Access Request,,10,2024,1.7
23983120,1,03/10/2024,25/11/2024,53,Irresponsible lending,Rejected,10,2024,7.6
24026150,1,03/10/2024,28/11/2024,56,Service Issue,Rejected,10,2024,8.0
20116278,1,04/10/2024,06/11/2024,33,Irresponsible lending,Rejected,10,2024,4.7
24790348,1,04/10/2024,06/11/2024,33,Irresponsible lending,Rejected,10,2024,4.7
10150525,1,06/10/2024,28/11/2024,53,Irresponsible lending,Rejected,10,2024,7.6
25278626,1,07/10/2024,11/10/2024,4,Fraud,Upheld,10,2024,0.6
20299935,1,08/10/2024,07/11/2024,30,Subject Access Request,,10,2024,4.3
21755151,1,08/10/2024,07/11/2024,30,Irresponsible lending,Rejected,10,2024,4.3
24588427,1,08/10/2024,06/11/2024,29,Irresponsible lending,Rejected,10,2024,4.1
25284527,1,08/10/2024,11/10/2024,3,Fraud,Upheld,10,2024,0.4
21816289,1,09/10/2024,06/11/2024,28,Irresponsible lending,Rejected,10,2024,4.0
23458792,1,10/10/2024,06/11/2024,27,Irresponsible lending,Rejected,10,2024,3.9
23619936,1,10/10/2024,06/11/2024,27,Irresponsible lending,Rejected,10,2024,3.9
24286817,1,10/10/2024,06/11/2024,27,Irresponsible lending,Rejected,10,2024,3.9
25245173,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25267910,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25297917,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25310874,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25315259,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25345665,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25350692,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25370983,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
25394298,1,10/10/2024,11/10/2024,1,Fraud,Upheld,10,2024,0.1
20002261,1,11/10/2024,06/11/2024,26,Irresponsible lending,Rejected,10,2024,3.7
22267865,1,11/10/2024,06/11/2024,26,Irresponsible lending,Rejected,10,2024,3.7
24516587,1,11/10/2024,07/11/2024,27,Service Issue,Upheld,10,2024,3.9
24558036,1,11/10/2024,07/11/2024,27,Service Issue,Rejected,10,2024,3.9
25046863,1,11/10/2024,06/11/2024,26,Irresponsible lending,Rejected,10,2024,3.7
21017730,1,12/10/2024,06/11/2024,25,Irresponsible lending,Rejected,10,2024,3.6
21336988,1,12/10/2024,13/11/2024,32,Irresponsible lending,Rejected,10,2024,4.6
21671134,1,12/10/2024,06/11/2024,25,Irresponsible lending,Rejected,10,2024,3.6
24806236,1,12/10/2024,06/11/2024,25,Irresponsible lending,Rejected,10,2024,3.6
20035605,1,13/10/2024,06/11/2024,24,Irresponsible lending,Rejected,10,2024,3.4
23201707,1,13/10/2024,21/10/2024,8,Payment,Rejected,10,2024,1.1
10140563,1,14/10/2024,06/11/2024,23,Irresponsible lending,Rejected,10,2024,3.3
23984207,1,14/10/2024,06/11/2024,23,Irresponsible lending,Rejected,10,2024,3.3
20417065,1,15/10/2024,06/11/2024,22,Irresponsible lending,Rejected,10,2024,3.1
25420685,1,15/10/2024,06/11/2024,22,Irresponsible lending,Rejected,10,2024,3.1
23761517,1,16/10/2024,06/11/2024,21,Irresponsible lending,Rejected,10,2024,3.0
10182133,1,17/10/2024,06/11/2024,20,Irresponsible lending,Rejected,10,2024,2.9
23229023,1,17/10/2024,13/11/2024,27,Irresponsible lending,Rejected,10,2024,3.9
23717273,1,17/10/2024,06/11/2024,20,Irresponsible lending,Rejected,10,2024,2.9
22894788,1,18/10/2024,06/11/2024,19,Irresponsible lending,Rejected,10,2024,2.7
25275848,1,18/10/2024,11/11/2024,24,Fraud,Upheld,10,2024,3.4
25181287,1,19/10/2024,06/11/2024,18,Irresponsible lending,Rejected,10,2024,2.6
23296847,1,20/10/2024,28/11/2024,39,Irresponsible lending,Rejected,10,2024,5.6
23406017,1,20/10/2024,28/11/2024,39,Irresponsible lending,Rejected,10,2024,5.6
20795410,1,21/10/2024,06/11/2024,16,Irresponsible lending,Rejected,10,2024,2.3
21858844,1,21/10/2024,06/11/2024,16,Irresponsible lending,Rejected,10,2024,2.3
23348555,1,21/10/2024,28/11/2024,38,Irresponsible lending,Rejected,10,2024,5.4
23972676,1,21/10/2024,06/11/2024,16,Irresponsible lending,Rejected,10,2024,2.3
20016439,1,22/10/2024,05/12/2024,44,Irresponsible lending,Rejected,10,2024,6.3
20123907,1,22/10/2024,06/11/2024,15,Irresponsible lending,Rejected,10,2024,2.1
20364343,1,22/10/2024,28/11/2024,37,Irresponsible lending,Rejected,10,2024,5.3
23166407,1,22/10/2024,06/11/2024,15,Irresponsible lending,Rejected,10,2024,2.1
23513640,1,22/10/2024,06/11/2024,15,Irresponsible lending,Rejected,10,2024,2.1
24137608,1,22/10/2024,22/11/2024,31,Subject Access Request,,10,2024,4.4
24137608,1,22/10/2024,28/11/2024,37,Irresponsible lending,Rejected,10,2024,5.3
10141278,1,23/10/2024,06/11/2024,14,Irresponsible lending,Rejected,10,2024,2.0
20379766,1,23/10/2024,06/11/2024,14,Irresponsible lending,Rejected,10,2024,2.0
25342342,1,23/10/2024,21/11/2024,29,Fraud,Upheld,10,2024,4.1
20118713,1,24/10/2024,05/12/2024,42,Irresponsible lending,Rejected,10,2024,6.0
23500646,1,24/10/2024,05/12/2024,42,Irresponsible lending,Rejected,10,2024,6.0
23705020,1,24/10/2024,05/12/2024,42,Irresponsible lending,Rejected,10,2024,6.0
20129007,1,25/10/2024,05/12/2024,41,Irresponsible lending,Rejected,10,2024,5.9
10149616,1,26/10/2024,05/12/2024,40,Irresponsible lending,Rejected,10,2024,5.7
23580784,1,26/10/2024,05/12/2024,40,Irresponsible lending,Rejected,10,2024,5.7
25270423,1,27/10/2024,03/03/2025,127,Fraud,Upheld,10,2024,18.1
20125007,1,28/10/2024,05/12/2024,38,Irresponsible lending,Rejected,10,2024,5.4
20126591,1,28/10/2024,05/12/2024,38,Irresponsible lending,Rejected,10,2024,5.4
20776189,1,28/10/2024,05/12/2024,38,Irresponsible lending,Rejected,10,2024,5.4
22586060,1,28/10/2024,05/12/2024,38,Irresponsible lending,Rejected,10,2024,5.4
24078300,1,28/10/2024,05/12/2024,38,Irresponsible lending,Rejected,10,2024,5.4
24450965,1,28/10/2024,05/12/2024,38,Irresponsible lending,Rejected,10,2024,5.4
20017573,1,29/10/2024,05/12/2024,37,Irresponsible lending,Rejected,10,2024,5.3
23536865,1,29/10/2024,05/12/2024,37,Irresponsible lending,Rejected,10,2024,5.3
25581653,1,29/10/2024,16/11/2024,18,Fraud,Upheld,10,2024,2.6
20408709,1,30/10/2024,05/12/2024,36,Irresponsible lending,Rejected,10,2024,5.1
20558951,1,30/10/2024,05/12/2024,36,Irresponsible lending,Rejected,10,2024,5.1
23328570,1,30/10/2024,05/12/2024,36,Irresponsible lending,Rejected,10,2024,5.1
24944313,1,30/10/2024,05/12/2024,36,Irresponsible lending,Rejected,10,2024,5.1
20018918,1,31/10/2024,05/12/2024,35,Irresponsible lending,Rejected,10,2024,5.0
23929188,1,31/10/2024,12/12/2024,42,Irresponsible lending,Rejected,10,2024,6.0
25343287,1,31/10/2024,05/12/2024,35,Irresponsible lending,Rejected,10,2024,5.0
25504315,1,31/10/2024,12/12/2024,42,Irresponsible lending,Rejected,10,2024,6.0
23391489,1,01/11/2024,05/12/2024,34,Irresponsible lending,Rejected,11,2024,4.9
23563987,1,01/11/2024,05/12/2024,34,Irresponsible lending,Rejected,11,2024,4.9
24285306,1,01/11/2024,12/12/2024,41,Irresponsible lending,Rejected,11,2024,5.9
20120593,1,02/11/2024,05/12/2024,33,Irresponsible lending,Rejected,11,2024,4.7
20658483,1,02/11/2024,05/12/2024,33,Irresponsible lending,Rejected,11,2024,4.7
22794919,1,02/11/2024,05/12/2024,33,Irresponsible lending,Rejected,11,2024,4.7
20007598,1,03/11/2024,12/12/2024,39,Irresponsible lending,Rejected,11,2024,5.6
22576510,1,03/11/2024,05/12/2024,32,Irresponsible lending,Rejected,11,2024,4.6
25201021,1,03/11/2024,12/12/2024,39,Irresponsible lending,Rejected,11,2024,5.6
22975000,1,04/11/2024,05/12/2024,31,Irresponsible lending,Rejected,11,2024,4.4
20213046,1,05/11/2024,05/12/2024,30,Irresponsible lending,Rejected,11,2024,4.3
23223190,1,05/11/2024,12/12/2024,37,Irresponsible lending,Rejected,11,2024,5.3
23225802,1,05/11/2024,05/12/2024,30,Irresponsible lending,Rejected,11,2024,4.3
10173462,1,06/11/2024,12/12/2024,36,Irresponsible lending,Rejected,11,2024,5.1
10236074,1,06/11/2024,05/12/2024,29,Subject Access Request,,11,2024,4.1
20756610,1,06/11/2024,19/12/2024,43,Irresponsible lending,Rejected,11,2024,6.1
23116348,1,06/11/2024,24/12/2024,48,Application process,Rejected,11,2024,6.9
25414119,1,06/11/2024,05/12/2024,29,Irresponsible lending,Rejected,11,2024,4.1
25360504,1,08/11/2024,18/12/2024,40,Fraud,Upheld,11,2024,5.7
20010034,1,09/11/2024,19/12/2024,40,Irresponsible lending,Rejected,11,2024,5.7
20269082,1,12/11/2024,19/12/2024,37,Irresponsible lending,Rejected,11,2024,5.3
22766823,1,12/11/2024,19/12/2024,37,Irresponsible lending,Rejected,11,2024,5.3
25042875,1,13/11/2024,14/02/2025,93,Fraud,Upheld,11,2024,13.3
22958755,1,14/11/2024,19/12/2024,35,Irresponsible lending,Rejected,11,2024,5.0
24822352,1,14/11/2024,19/12/2024,35,Irresponsible lending,Rejected,11,2024,5.0
24818769,1,16/11/2024,19/12/2024,33,Irresponsible lending,Rejected,11,2024,4.7
20869775,1,18/11/2024,24/12/2024,36,Irresponsible lending,Rejected,11,2024,5.1
21103588,1,19/11/2024,24/12/2024,35,Service Issue,Rejected,11,2024,5.0
22043569,1,20/11/2024,24/12/2024,34,Irresponsible lending,Rejected,11,2024,4.9
23311859,1,20/11/2024,04/12/2024,14,Service Issue,Withdrawn,11,2024,2.0
24815868,1,20/11/2024,24/12/2024,34,Irresponsible lending,Rejected,11,2024,4.9
21436599,1,21/11/2024,24/12/2024,33,Irresponsible lending,Rejected,11,2024,4.7
10139781,1,25/11/2024,24/12/2024,29,Irresponsible lending,Rejected,11,2024,4.1
21926590,1,27/11/2024,16/12/2024,19,Subject Access Request,,11,2024,2.7
21246611,1,28/11/2024,16/12/2024,18,Subject Access Request,,11,2024,2.6
20326465,1,29/11/2024,21/01/2025,53,Irresponsible lending,Rejected,11,2024,7.6
24798651,1,30/11/2024,21/01/2025,52,Irresponsible lending,Rejected,11,2024,7.4
24987533,1,01/12/2024,21/01/2025,51,Irresponsible lending,Rejected,12,2024,7.3
22550664,1,02/12/2024,21/01/2025,50,Irresponsible lending,Rejected,12,2024,7.1
25003743,1,02/12/2024,21/01/2025,50,Irresponsible lending,Rejected,12,2024,7.1
20794813,1,03/12/2024,21/01/2025,49,Irresponsible lending,Rejected,12,2024,7.0
25088675,1,03/12/2024,21/01/2025,49,Irresponsible lending,Rejected,12,2024,7.0
20720566,1,04/12/2024,21/01/2025,48,Irresponsible lending,Rejected,12,2024,6.9
22388250,1,04/12/2024,21/01/2025,48,Payment,Rejected,12,2024,6.9
20324734,1,05/12/2024,21/01/2025,47,Irresponsible lending,Rejected,12,2024,6.7
20572467,1,05/12/2024,21/01/2025,47,Payment,Rejected,12,2024,6.7
20602049,1,08/12/2024,21/01/2025,44,Irresponsible lending,Rejected,12,2024,6.3
25314089,1,09/12/2024,21/01/2025,43,Irresponsible lending,Rejected,12,2024,6.1
25765695,1,09/12/2024,21/01/2025,43,Application process,Rejected,12,2024,6.1
22795808,1,10/12/2024,21/01/2025,42,Irresponsible lending,Rejected,12,2024,6.0
23124782,1,10/12/2024,21/01/2025,42,Irresponsible lending,Rejected,12,2024,6.0
23420045,1,10/12/2024,24/12/2024,14,Subject Access Request,,12,2024,2.0
23420045,1,10/12/2024,21/01/2025,42,Irresponsible lending,Rejected,12,2024,6.0
25040626,1,10/12/2024,21/01/2025,42,Fraud,Upheld,12,2024,6.0
24416769,1,11/12/2024,21/01/2025,41,Irresponsible lending,Rejected,12,2024,5.9
20583137,1,16/12/2024,21/01/2025,36,Irresponsible lending,Rejected,12,2024,5.1
21208884,1,16/12/2024,07/01/2025,22,Subject Access Request,,12,2024,3.1
25342342,1,16/12/2024,21/01/2025,36,Service Issue,Rejected,12,2024,5.1
20070496,1,19/12/2024,31/01/2025,43,Irresponsible lending,Rejected,12,2024,6.1
21782779,1,19/12/2024,13/02/2025,56,Irresponsible lending,Partially upheld,12,2024,8.0
22361586,1,19/12/2024,13/02/2025,56,Service Issue,Upheld,12,2024,8.0
10259954,1,20/12/2024,31/01/2025,42,Irresponsible lending,Rejected,12,2024,6.0
24972186,1,23/12/2024,07/01/2025,15,Subject Access Request,,12,2024,2.1
25622087,1,23/12/2024,24/03/2025,91,Fraud,Upheld,12,2024,13.0
21626985,1,25/12/2024,31/01/2025,37,Irresponsible lending,Rejected,12,2024,5.3
25797743,1,25/12/2024,31/01/2025,37,Service Issue,Withdrawn,12,2024,5.3
24845793,1,28/12/2024,17/02/2025,51,Service Issue,Rejected,12,2024,7.3
25748174,1,31/12/2024,17/01/2025,17,Subject Access Request,,12,2024,2.4
20007976,1,02/01/2025,17/02/2025,46,Irresponsible lending,Rejected,1,2025,6.6
20331750,1,02/01/2025,17/02/2025,46,Irresponsible lending,Rejected,1,2025,6.6
20388066,1,02/01/2025,17/02/2025,46,Irresponsible lending,Rejected,1,2025,6.6
23645392,1,02/01/2025,17/01/2025,15,Subject Access Request,,1,2025,2.1
24962630,1,02/01/2025,17/02/2025,46,Irresponsible lending,Rejected,1,2025,6.6
25308636,1,03/01/2025,17/02/2025,45,Irresponsible lending,Rejected,1,2025,6.4
20333371,1,04/01/2025,17/02/2025,44,Irresponsible lending,Rejected,1,2025,6.3
22812156,1,05/01/2025,17/02/2025,43,Irresponsible lending,Rejected,1,2025,6.1
20178465,1,07/01/2025,17/02/2025,41,Irresponsible lending,Rejected,1,2025,5.9
25724845,1,07/01/2025,17/02/2025,41,Irresponsible lending,Rejected,1,2025,5.9
10245820,1,08/01/2025,17/02/2025,40,Irresponsible lending,Rejected,1,2025,5.7
20325276,1,08/01/2025,17/02/2025,40,Irresponsible lending,Rejected,1,2025,5.7
20476217,1,08/01/2025,17/02/2025,40,Irresponsible lending,Rejected,1,2025,5.7
21035351,1,08/01/2025,19/02/2025,42,Service Issue,Withdrawn,1,2025,6.0
21648702,1,09/01/2025,03/03/2025,53,Irresponsible lending,Rejected,1,2025,7.6
22036678,1,09/01/2025,03/03/2025,53,Irresponsible lending,Rejected,1,2025,7.6
24836442,1,09/01/2025,17/02/2025,39,Payment,Rejected,1,2025,5.6
20250951,1,10/01/2025,17/02/2025,38,Subject Access Request,,1,2025,5.4
24585637,1,12/01/2025,03/03/2025,50,Irresponsible lending,Rejected,1,2025,7.1
25170271,1,13/01/2025,03/03/2025,49,Irresponsible lending,Rejected,1,2025,7.0
20065353,1,14/01/2025,07/03/2025,52,Service Issue,Rejected,1,2025,7.4
25192509,1,14/01/2025,03/03/2025,48,Irresponsible lending,Rejected,1,2025,6.9
24871278,1,15/01/2025,03/03/2025,47,Service Issue,Rejected,1,2025,6.7
24513167,1,16/01/2025,31/01/2025,15,Irresponsible lending,Rejected,1,2025,2.1
10143973,1,17/01/2025,04/03/2025,46,Irresponsible lending,Rejected,1,2025,6.6
22004813,1,17/01/2025,03/03/2025,45,Irresponsible lending,Rejected,1,2025,6.4
24995567,1,18/01/2025,04/03/2025,45,Irresponsible lending,Rejected,1,2025,6.4
20061955,1,20/01/2025,04/03/2025,43,Irresponsible lending,Rejected,1,2025,6.1
20077255,1,20/01/2025,04/03/2025,43,Irresponsible lending,Rejected,1,2025,6.1
20169311,1,20/01/2025,04/03/2025,43,Irresponsible lending,Rejected,1,2025,6.1
20410636,1,20/01/2025,04/03/2025,43,Irresponsible lending,Rejected,1,2025,6.1
23053655,1,21/01/2025,05/02/2025,15,Subject Access Request,,1,2025,2.1
22923407,1,22/01/2025,04/03/2025,41,Application process,Rejected,1,2025,5.9
25618589,1,24/01/2025,07/03/2025,42,Fraud,Upheld,1,2025,6.0
25772979,1,24/01/2025,07/03/2025,42,Irresponsible lending,Rejected,1,2025,6.0
22744510,1,27/01/2025,07/03/2025,39,Irresponsible lending,Rejected,1,2025,5.6
23444389,1,27/01/2025,07/03/2025,39,Irresponsible lending,Rejected,1,2025,5.6
23862915,1,27/01/2025,07/03/2025,39,Irresponsible lending,Rejected,1,2025,5.6
21793265,1,30/01/2025,07/03/2025,36,Irresponsible lending,Rejected,1,2025,5.1
21020417,1,01/02/2025,07/03/2025,34,Irresponsible lending,Rejected,2,2025,4.9
21808523,1,03/02/2025,07/03/2025,32,Irresponsible lending,Rejected,2,2025,4.6
22185771,1,03/02/2025,07/03/2025,32,Application process,Rejected,2,2025,4.6
24879755,1,03/02/2025,14/03/2025,39,Irresponsible lending,Rejected,2,2025,5.6
24393788,1,04/02/2025,14/03/2025,38,Irresponsible lending,Rejected,2,2025,5.4
10141588,1,05/02/2025,14/03/2025,37,Application process,Upheld,2,2025,5.3
25736734,1,05/02/2025,14/03/2025,37,Irresponsible lending,Rejected,2,2025,5.3
23114578,1,06/02/2025,14/03/2025,36,Irresponsible lending,Rejected,2,2025,5.1
20255539,1,07/02/2025,26/02/2025,19,Subject Access Request,,2,2025,2.7
22322069,1,07/02/2025,14/03/2025,35,Irresponsible lending,Rejected,2,2025,5.0
24868622,1,09/02/2025,21/03/2025,40,Irresponsible lending,Rejected,2,2025,5.7
25866811,1,09/02/2025,21/03/2025,40,Irresponsible lending,Rejected,2,2025,5.7
23808142,1,10/02/2025,14/03/2025,32,Irresponsible lending,Rejected,2,2025,4.6
24861571,1,11/02/2025,21/03/2025,38,Irresponsible lending,Rejected,2,2025,5.4
24371529,1,12/02/2025,21/03/2025,37,Irresponsible lending,Rejected,2,2025,5.3
10266255,1,13/02/2025,21/03/2025,36,Irresponsible lending,Rejected,2,2025,5.1
20105537,1,13/02/2025,21/03/2025,36,Irresponsible lending,Rejected,2,2025,5.1
25382932,1,13/02/2025,21/03/2025,36,Irresponsible lending,Rejected,2,2025,5.1
24331373,1,17/02/2025,17/02/2025,0,Service Issue,Withdrawn,2,2025,0.0
24772125,1,19/02/2025,26/02/2025,7,Subject Access Request,,2,2025,1.0
25734218,1,19/02/2025,29/07/2025,160,Fraud,Upheld,2,2025,22.9
20107663,1,20/02/2025,27/03/2025,35,Irresponsible lending,Rejected,2,2025,5.0
22319857,1,20/02/2025,27/03/2025,35,Irresponsible lending,Rejected,2,2025,5.0
20971853,1,21/02/2025,27/03/2025,34,Irresponsible lending,Rejected,2,2025,4.9
25659530,1,21/02/2025,27/03/2025,34,Irresponsible lending,Rejected,2,2025,4.9
22105403,1,22/02/2025,27/03/2025,33,Irresponsible lending,Rejected,2,2025,4.7
20162682,1,23/02/2025,08/04/2025,44,Service Issue,Rejected,2,2025,6.3
20077713,1,24/02/2025,27/03/2025,31,Irresponsible lending,Rejected,2,2025,4.4
21417850,1,24/02/2025,08/04/2025,43,Irresponsible lending,Rejected,2,2025,6.1
24950608,1,25/02/2025,08/04/2025,42,Application process,Rejected,2,2025,6.0
21476518,1,26/02/2025,08/04/2025,41,Irresponsible lending,Rejected,2,2025,5.9
10150571,1,27/02/2025,08/04/2025,40,Irresponsible lending,Rejected,2,2025,5.7
10210974,1,27/02/2025,08/04/2025,40,Irresponsible lending,Rejected,2,2025,5.7
23688059,1,28/02/2025,27/03/2025,27,Payment,Rejected,2,2025,3.9
24265436,1,28/02/2025,02/04/2025,33,Subject Access Request,,2,2025,4.7
24265436,1,28/02/2025,08/04/2025,39,Irresponsible lending,Rejected,2,2025,5.6
23118059,1,04/03/2025,14/04/2025,41,Irresponsible lending,Rejected,3,2025,5.9
10208737,1,05/03/2025,14/04/2025,40,Irresponsible lending,Rejected,3,2025,5.7
23926389,1,05/03/2025,14/04/2025,40,Irresponsible lending,Rejected,3,2025,5.7
25174573,1,06/03/2025,14/04/2025,39,Irresponsible lending,Rejected,3,2025,5.6
25462880,1,06/03/2025,14/04/2025,39,Irresponsible lending,Rejected,3,2025,5.6
20573750,1,08/03/2025,17/04/2025,40,Irresponsible lending,Rejected,3,2025,5.7
24057168,1,08/03/2025,14/04/2025,37,Irresponsible lending,Rejected,3,2025,5.3
24808164,1,08/03/2025,14/04/2025,37,Irresponsible lending,Rejected,3,2025,5.3
22318624,1,11/03/2025,17/04/2025,37,Irresponsible lending,Rejected,3,2025,5.3
21441234,1,12/03/2025,17/04/2025,36,Irresponsible lending,Rejected,3,2025,5.1
20066329,1,14/03/2025,17/04/2025,34,Service Issue,Rejected,3,2025,4.9
24645229,1,14/03/2025,28/04/2025,45,Irresponsible lending,Rejected,3,2025,6.4
25819783,1,14/03/2025,14/03/2025,0,Fraud,Upheld,3,2025,0.0
20782433,1,15/03/2025,17/04/2025,33,Irresponsible lending,Rejected,3,2025,4.7
22408727,1,15/03/2025,28/04/2025,44,Irresponsible lending,Rejected,3,2025,6.3
23088846,1,15/03/2025,17/04/2025,33,Payment,Rejected,3,2025,4.7
20143585,1,17/03/2025,28/04/2025,42,Irresponsible lending,Rejected,3,2025,6.0
23154759,1,18/03/2025,28/04/2025,41,Irresponsible lending,Rejected,3,2025,5.9
25523657,1,18/03/2025,28/04/2025,41,Irresponsible lending,Rejected,3,2025,5.9
